ENSECAT00000013004.1	SYCE1
ENSECAT00000006202.1	USP13
ENSECAT00000006845.1	PEX5L
ENSECAT00000015532.1	TTC14
ENSECAT00000022855.1	CCDC39
ENSECAT00000022872.1	CCDC39
ENSECAT00000022886.1	CCDC39
ENSECAT00000029328.1	U6
ENSECAT00000008225.1	FXR1
ENSECAT00000009506.1	DNAJC19
ENSECAT00000011080.1	SOX2
ENSECAT00000018742.1	ATP11B
ENSECAT00000022906.1	DCUN1D1
ENSECAT00000008946.1	MCCC1
ENSECAT00000008203.1	LAMP3
ENSECAT00000009291.1	MCF2L2
ENSECAT00000001723.1	B3GNT5
ENSECAT00000027690.1	SNORA63
ENSECAT00000029449.1	SNORA81
ENSECAT00000028126.1	SNORA63
ENSECAT00000029528.1	SNORA4
ENSECAT00000017485.1	KLHL6
ENSECAT00000022513.1	KLHL24
ENSECAT00000009093.1	YEATS2
ENSECAT00000009103.1	YEATS2
ENSECAT00000023887.1	MAP6D1
ENSECAT00000024029.1	PARL
ENSECAT00000008988.1	ABCC5
ENSECAT00000014458.1	HTR3E
ENSECAT00000020137.1	EIF2B5
ENSECAT00000020156.1	EIF2B5
ENSECAT00000020224.1	EIF2B5
ENSECAT00000026896.1	ALG3
ENSECAT00000009739.1	DVL3
ENSECAT00000000379.1	AP2M1
ENSECAT00000018235.1	ABCF3
ENSECAT00000012485.1	VWA5B2
ENSECAT00000016770.1	ECE2
ENSECAT00000016772.1	ECE2
ENSECAT00000016828.1	ECE2
ENSECAT00000016832.1	ECE2
ENSECAT00000024351.1	PSMD2
ENSECAT00000009007.1	EIF4GI
ENSECAT00000009060.1	EIF4GI
ENSECAT00000029626.1	SNORD66
ENSECAT00000028493.1	SNORD66
ENSECAT00000000261.1	FAM131A
ENSECAT00000007623.1	CLCN2
ENSECAT00000005772.1	POLR2H
ENSECAT00000006095.1	THPO
ENSECAT00000012033.1	CHRD
ENSECAT00000011414.1	EPHB3
ENSECAT00000025472.1	VPS8
ENSECAT00000025476.1	VPS8
ENSECAT00000025207.1	C3orf70
ENSECAT00000025367.1	EHHADH
ENSECAT00000009619.1	MAP3K13
ENSECAT00000015061.1	TMEM41A
ENSECAT00000019646.1	LIPH
ENSECAT00000011795.1	SENP2
ENSECAT00000022341.1	IGF2BP2
ENSECAT00000013416.1	TRA2B
ENSECAT00000000391.1	ETV5
ENSECAT00000021437.1	DGKG
ENSECAT00000021438.1	DGKG
ENSECAT00000002856.1	CRYGS
ENSECAT00000010328.1	TBCCD1
ENSECAT00000015005.1	DNAJB11
ENSECAT00000015850.1	AHSG
ENSECAT00000005255.1	FETUB
ENSECAT00000013928.1	HRG
ENSECAT00000015505.1	KNG1
ENSECAT00000015528.1	KNG1
ENSECAT00000023158.1	EIF4A2
ENSECAT00000029680.1	SNORD2
ENSECAT00000027500.1	SNORA63
ENSECAT00000029273.1	SNORA81
ENSECAT00000027516.1	SNORA63
ENSECAT00000027978.1	SNORA4
ENSECAT00000024262.1	RFC4
ENSECAT00000002827.1	ADIPOQ
ENSECAT00000028949.1	ST6GAL1
ENSECAT00000003419.1	ST6GAL1
ENSECAT00000003521.1	ST6GAL1
ENSECAT00000006744.1	RTP1
ENSECAT00000024871.1	RTP4
ENSECAT00000024998.1	SST
ENSECAT00000000216.1	RTP2
ENSECAT00000005687.1	BCL6
ENSECAT00000015392.1	LPP
ENSECAT00000027270.1	eca-mir-28
ENSECAT00000016859.1	TPRG1
ENSECAT00000028678.1	U4
ENSECAT00000019898.1	TP63
ENSECAT00000009456.1	P3H2
ENSECAT00000022384.1	CLDN1
ENSECAT00000023297.1	CLDN16
ENSECAT00000005719.1	IL1RAP
ENSECAT00000005758.1	IL1RAP
ENSECAT00000011358.1	GMNC
ENSECAT00000011902.1	OSTN
ENSECAT00000015125.1	UTS2B
ENSECAT00000015618.1	CCDC50
ENSECAT00000026223.1	FGF12
ENSECAT00000004680.1	MB21D2
ENSECAT00000026444.1	HRASLS
ENSECAT00000026676.1	ATP13A5
ENSECAT00000014681.1	ATP13A4
ENSECAT00000026309.1	OPA1
ENSECAT00000026313.1	OPA1
ENSECAT00000028456.1	7SK
ENSECAT00000028831.1	HES1
ENSECAT00000004745.1	CPN2
ENSECAT00000004800.1	LRRC15
ENSECAT00000003161.1	GP5
ENSECAT00000007109.1	ATP13A3
ENSECAT00000007136.1	ATP13A3
ENSECAT00000015330.1	TMEM44
ENSECAT00000019119.1	LSG1
ENSECAT00000019224.1	LSG1
ENSECAT00000015720.1	XXYLT1
ENSECAT00000015843.1	ACAP2
ENSECAT00000019219.1	PPP1R2
ENSECAT00000023547.1	APOD
ENSECAT00000005089.1	BDH1
ENSECAT00000013029.1	DLG1
ENSECAT00000029518.1	snoR442
ENSECAT00000011307.1	MFI2
ENSECAT00000016875.1	PIGZ
ENSECAT00000016919.1	NCBP2
ENSECAT00000017900.1	SENP5
ENSECAT00000021868.1	PAK2
ENSECAT00000027013.1	PIGX
ENSECAT00000000361.1	CEP19
ENSECAT00000000384.1	NRROS
ENSECAT00000006628.1	FBXO45
ENSECAT00000006931.1	WDR53
ENSECAT00000006963.1	SMCO1
ENSECAT00000007069.1	RNF168
ENSECAT00000008694.1	UBXN7
ENSECAT00000029531.1	U2
ENSECAT00000018666.1	PCYT1A
ENSECAT00000024815.1	SLC51A
ENSECAT00000026320.1	TFRC
ENSECAT00000001677.1	TNK2
ENSECAT00000008458.1	MUC4
ENSECAT00000010287.1	MUC20
ENSECAT00000011003.1	KIAA0226
ENSECAT00000029329.1	SNORD112
ENSECAT00000020247.1	FYTTD1
ENSECAT00000025615.1	LRCH3
ENSECAT00000025622.1	LRCH3
ENSECAT00000008869.1	IQCG
ENSECAT00000011094.1	RPL35A
ENSECAT00000012898.1	LMLN
ENSECAT00000012904.1	LMLN
ENSECAT00000022280.1	OSBPL11
ENSECAT00000009246.1	SNX4
ENSECAT00000014295.1	ZNF148
ENSECAT00000021490.1	SLC12A8
ENSECAT00000001970.1	HEG1
ENSECAT00000006568.1	MUC13
ENSECAT00000008607.1	ITGB5
ENSECAT00000010089.1	UMPS
ENSECAT00000029008.1	KALRN
ENSECAT00000018958.1	KALRN
ENSECAT00000021427.1	KALRN
ENSECAT00000029693.1	U6
ENSECAT00000008717.1	HACD2
ENSECAT00000010856.1	ADCY5
ENSECAT00000010941.1	ADCY5
ENSECAT00000010980.1	ADCY5
ENSECAT00000011617.1	SEC22A
ENSECAT00000016336.1	PDIA5
ENSECAT00000009206.1	SEMA5B
ENSECAT00000023101.1	DIRC2
ENSECAT00000026700.1	HSPBAP1
ENSECAT00000026964.1	PARP14
ENSECAT00000009079.1	PARP15
ENSECAT00000027570.1	U6
ENSECAT00000009985.1	DTX3L
ENSECAT00000012874.1	PARP9
ENSECAT00000012944.1	PARP9
ENSECAT00000018698.1	KPNA1
ENSECAT00000004917.1	WDR5B
ENSECAT00000021697.1	FAM162A
ENSECAT00000025436.1	CCDC58
ENSECAT00000025834.1	CSTA
ENSECAT00000026684.1	CASR
ENSECAT00000026697.1	CASR
ENSECAT00000029231.1	SNORD112
ENSECAT00000012588.1	CD86
ENSECAT00000014864.1	ILDR1
ENSECAT00000018954.1	SLC15A2
ENSECAT00000015867.1	EAF2
ENSECAT00000020411.1	IQCB1
ENSECAT00000009916.1	GOLGB1
ENSECAT00000016602.1	HCLS1
ENSECAT00000016678.1	HCLS1
ENSECAT00000014087.1	FBXO40
ENSECAT00000014601.1	ARGFX
ENSECAT00000015617.1	POLQ
ENSECAT00000011120.1	STXBP5L
ENSECAT00000021834.1	GTF2E1
ENSECAT00000024636.1	RABL3
ENSECAT00000024926.1	HGD
ENSECAT00000016402.1	NDUFB4
ENSECAT00000019225.1	FSTL1
ENSECAT00000026585.1	GPR156
ENSECAT00000026913.1	GSK3B
ENSECAT00000009259.1	NR1I2
ENSECAT00000017374.1	MAATS1
ENSECAT00000022857.1	POPDC2
ENSECAT00000024284.1	PLA1A
ENSECAT00000025738.1	ADPRH
ENSECAT00000025756.1	ADPRH
ENSECAT00000002157.1	CD80
ENSECAT00000027258.1	U1
ENSECAT00000006111.1	TIMMDC1
ENSECAT00000011375.1	POGLUT1
ENSECAT00000022116.1	TMEM39A
ENSECAT00000007533.1	ARHGAP31
ENSECAT00000014045.1	B4GALT4
ENSECAT00000020357.1	UPK1B
ENSECAT00000029076.1	C3orf30
ENSECAT00000010391.1	IGSF11
ENSECAT00000012974.1	LSAMP
ENSECAT00000015999.1	GAP43
ENSECAT00000029264.1	SNORD112
ENSECAT00000016589.1	ZBTB20
ENSECAT00000016895.1	TIGIT
ENSECAT00000005062.1	ZNF80
ENSECAT00000017512.1	DRD3
ENSECAT00000002820.1	QTRTD1
ENSECAT00000027741.1	SNORA57
ENSECAT00000010622.1	KIAA1407
ENSECAT00000015034.1	ZDHHC23
ENSECAT00000019229.1	GRAMD1C
ENSECAT00000023202.1	ATP6V1A
ENSECAT00000024846.1	NAA50
ENSECAT00000026424.1	KIAA2018
ENSECAT00000026673.1	SIDT1
ENSECAT00000026674.1	SIDT1
ENSECAT00000015406.1	SPICE1
ENSECAT00000021534.1	CFAP44
ENSECAT00000024296.1	BOC
ENSECAT00000009669.1	C3orf17
ENSECAT00000013132.1	GTPBP8
ENSECAT00000021180.1	CCDC80
ENSECAT00000005619.1	SLC35A5
ENSECAT00000012609.1	ATG3
ENSECAT00000017260.1	BTLA
ENSECAT00000018992.1	CD200
ENSECAT00000022349.1	SLC9C1
ENSECAT00000028871.1	GCSAM
ENSECAT00000024457.1	C3orf52
ENSECAT00000004513.1	TMPRSS7
ENSECAT00000004601.1	TMPRSS7
ENSECAT00000010210.1	TAGLN3
ENSECAT00000014236.1	ABHD10
ENSECAT00000017734.1	PHLDB2
ENSECAT00000000554.1	PLCXD2
ENSECAT00000029798.1	SNORD112
ENSECAT00000001188.1	ZBED2
ENSECAT00000028330.1	U6
ENSECAT00000006711.1	PVRL3
ENSECAT00000013788.1	DPPA4
ENSECAT00000013962.1	DPPA2
ENSECAT00000014328.1	MORC1
ENSECAT00000020150.1	GUCA1C
ENSECAT00000022611.1	TRAT1
ENSECAT00000000736.1	DZIP3
ENSECAT00000015917.1	KIAA1524
ENSECAT00000026306.1	MYH15
ENSECAT00000026393.1	MYH15
ENSECAT00000026453.1	MYH15
ENSECAT00000026543.1	MYH15
ENSECAT00000026558.1	MYH15
ENSECAT00000026582.1	MYH15
ENSECAT00000026597.1	MYH15
ENSECAT00000026602.1	MYH15
ENSECAT00000026611.1	MYH15
ENSECAT00000026615.1	MYH15
ENSECAT00000011123.1	HHLA2
ENSECAT00000012110.1	IFT57
ENSECAT00000020275.1	CD47
ENSECAT00000025291.1	BBX
ENSECAT00000025360.1	BBX
ENSECAT00000029806.1	snoR442
ENSECAT00000001262.1	CCDC54
ENSECAT00000029616.1	SNORA31
ENSECAT00000015133.1	CBLB
ENSECAT00000020241.1	ALCAM
ENSECAT00000029725.1	U6
ENSECAT00000009870.1	ZPLD1
ENSECAT00000027353.1	U6
ENSECAT00000012155.1	NFKBIZ
ENSECAT00000022766.1	NXPE3
ENSECAT00000023813.1	CEP97
ENSECAT00000025855.1	RPL24
ENSECAT00000026231.1	ZBTB11
ENSECAT00000010325.1	PCNP
ENSECAT00000001377.1	TRMT10C
ENSECAT00000012052.1	SENP7
ENSECAT00000022918.1	IMPG2
ENSECAT00000022984.1	IMPG2
ENSECAT00000023056.1	IMPG2
ENSECAT00000002615.1	ABI3BP
ENSECAT00000002650.1	ABI3BP
ENSECAT00000021973.1	TFG
ENSECAT00000026128.1	ADGRG7
ENSECAT00000012306.1	TMEM45A
ENSECAT00000028270.1	U6
ENSECAT00000015552.1	LNP1
ENSECAT00000016148.1	TOMM70A
ENSECAT00000022456.1	NIT2
ENSECAT00000026105.1	TBC1D23
ENSECAT00000015060.1	TMEM30C
ENSECAT00000016469.1	CMSS1
ENSECAT00000017934.1	FILIP1L
ENSECAT00000020647.1	COL8A1
ENSECAT00000029427.1	SNORD112
ENSECAT00000022046.1	DCBLD2
ENSECAT00000010985.1	ST3GAL6
ENSECAT00000017499.1	CPOX
ENSECAT00000001548.1	GPR15
ENSECAT00000021990.1	CLDND1
ENSECAT00000005820.1	OR5K4
ENSECAT00000025551.1	GABRR3
ENSECAT00000008751.1	MINA
ENSECAT00000015017.1	CRYBG3
ENSECAT00000022255.1	ARL6
ENSECAT00000013918.1	NSUN3
ENSECAT00000015174.1	ARL13B
ENSECAT00000001420.1	STX19
ENSECAT00000017865.1	PROS1
ENSECAT00000004387.1	OR7C2
ENSECAT00000020436.1	SLC1A6
ENSECAT00000008617.1	CCDC105
ENSECAT00000013113.1	CASP14
ENSECAT00000005311.1	OR1I1
ENSECAT00000016844.1	SYDE1
ENSECAT00000018663.1	ILVBL
ENSECAT00000023346.1	NOTCH3
ENSECAT00000019375.1	EPHX3
ENSECAT00000024048.1	BRD4
ENSECAT00000016015.1	AKAP8
ENSECAT00000016071.1	AKAP8
ENSECAT00000025317.1	AKAP8L
ENSECAT00000008139.1	WIZ
ENSECAT00000009434.1	RASAL3
ENSECAT00000010786.1	PGLYRP2
ENSECAT00000013136.1	CYP4F22
ENSECAT00000023888.1	TPM4
ENSECAT00000006719.1	RAB8A
ENSECAT00000017425.1	KLF2
ENSECAT00000017615.1	HSH2D
ENSECAT00000018559.1	FAM32A
ENSECAT00000021089.1	AP1M1
ENSECAT00000021166.1	EPS15L1
ENSECAT00000020424.1	CALR3
ENSECAT00000009676.1	C19orf44
ENSECAT00000013582.1	CHERP
ENSECAT00000008029.1	SLC35E1
ENSECAT00000012872.1	TMEM38A
ENSECAT00000012911.1	TMEM38A
ENSECAT00000017071.1	NWD1
ENSECAT00000008817.1	SIN3B
ENSECAT00000003371.1	F2RL3
ENSECAT00000006026.1	HAUS8
ENSECAT00000011926.1	MYO9B
ENSECAT00000012036.1	MYO9B
ENSECAT00000012043.1	MYO9B
ENSECAT00000019699.1	USE1
ENSECAT00000011108.1	OCEL1
ENSECAT00000012730.1	USHBP1
ENSECAT00000000690.1	ANKLE1
ENSECAT00000009207.1	ABHD8
ENSECAT00000012049.1	MRPL34
ENSECAT00000012246.1	DDA1
ENSECAT00000015020.1	ANO8
ENSECAT00000019865.1	GTPBP3
ENSECAT00000023917.1	PLVAP
ENSECAT00000003403.1	BST2
ENSECAT00000010523.1	MVB12A
ENSECAT00000003429.1	NXNL1
ENSECAT00000017336.1	SLC27A1
ENSECAT00000010705.1	PGLS
ENSECAT00000015771.1	FAM129C
ENSECAT00000025170.1	COLGALT1
ENSECAT00000022017.1	UNC13A
ENSECAT00000000532.1	MAP1S
ENSECAT00000015435.1	FCHO1
ENSECAT00000017218.1	B3GNT3
ENSECAT00000017303.1	INSL3
ENSECAT00000019899.1	JAK3
ENSECAT00000027976.1	SNORA68
ENSECAT00000019977.1	SLC5A5
ENSECAT00000005663.1	CCDC124
ENSECAT00000009432.1	KCNN1
ENSECAT00000017452.1	ARRDC2
ENSECAT00000023411.1	IL12RB1
ENSECAT00000028876.1	MAST3
ENSECAT00000008180.1	MAST3
ENSECAT00000014631.1	IFI30
ENSECAT00000021929.1	MPV17L2
ENSECAT00000024850.1	RAB3A
ENSECAT00000008974.1	PDE4C
ENSECAT00000010280.1	KIAA1683
ENSECAT00000010409.1	LSM4
ENSECAT00000012102.1	PGPEP1
ENSECAT00000018652.1	LRRC25
ENSECAT00000018957.1	SSBP4
ENSECAT00000000538.1	ELL
ENSECAT00000013026.1	FKBP8
ENSECAT00000021787.1	KXD1
ENSECAT00000021908.1	UBA52
ENSECAT00000022805.1	C19orf60
ENSECAT00000025557.1	CRLF1
ENSECAT00000000124.1	TMEM59L
ENSECAT00000008664.1	KLHL26
ENSECAT00000013482.1	CRTC1
ENSECAT00000002550.1	COMP
ENSECAT00000011373.1	UPF1
ENSECAT00000026305.1	COPE
ENSECAT00000013072.1	DDX49
ENSECAT00000024809.1	HOMER3
ENSECAT00000000115.1	SUGP2
ENSECAT00000006601.1	ARMC6
ENSECAT00000011789.1	SLC25A42
ENSECAT00000014905.1	TMEM161A
ENSECAT00000024200.1	MEF2BNB-MEF2B
ENSECAT00000007627.1	MEF2BNB
ENSECAT00000009817.1	RFXANK
ENSECAT00000015902.1	NR2C2AP
ENSECAT00000016969.1	NCAN
ENSECAT00000021281.1	HAPLN4
ENSECAT00000025182.1	TM6SF2
ENSECAT00000014795.1	SUGP1
ENSECAT00000014840.1	SUGP1
ENSECAT00000014847.1	SUGP1
ENSECAT00000002374.1	MAU2
ENSECAT00000013564.1	GATAD2A
ENSECAT00000019279.1	YJEFN3
ENSECAT00000000208.1	CILP2
ENSECAT00000009394.1	LPAR2
ENSECAT00000012281.1	GMIP
ENSECAT00000022204.1	ATP13A1
ENSECAT00000001023.1	SH3BP5L
ENSECAT00000014558.1	ZNF672
ENSECAT00000016188.1	ZNF692
ENSECAT00000025961.1	PGBD2
ENSECAT00000000544.1	TRIM58
ENSECAT00000009608.1	FAM71C
ENSECAT00000011466.1	CCDC125
ENSECAT00000015210.1	CDK7
ENSECAT00000029143.1	MRPS36
ENSECAT00000028969.1	CENPH
ENSECAT00000016855.1	CCNB1
ENSECAT00000026476.1	SLC30A5
ENSECAT00000021644.1	PIK3R1
ENSECAT00000018322.1	CD180
ENSECAT00000019314.1	MAST4
ENSECAT00000028313.1	SNORA76
ENSECAT00000019296.1	SREK1
ENSECAT00000005942.1	ERBB2IP
ENSECAT00000006107.1	ERBB2IP
ENSECAT00000012307.1	NLN
ENSECAT00000003354.1	SGTB
ENSECAT00000012824.1	TRAPPC13
ENSECAT00000001411.1	TRIM23
ENSECAT00000012404.1	PPWD1
ENSECAT00000020325.1	CENPK
ENSECAT00000023606.1	ADAMTS6
ENSECAT00000000716.1	CWC27
ENSECAT00000010936.1	SREK1IP1
ENSECAT00000011181.1	FAM159B
ENSECAT00000011917.1	RGS7BP
ENSECAT00000012037.1	RNF180
ENSECAT00000005025.1	HTR1A
ENSECAT00000028828.1	HTR1A
ENSECAT00000015335.1	IPO11
ENSECAT00000027612.1	7SK
ENSECAT00000029682.1	U6
ENSECAT00000014730.1	DIMT1
ENSECAT00000021029.1	KIF2A
ENSECAT00000028417.1	U6
ENSECAT00000029679.1	U4
ENSECAT00000025742.1	ZSWIM6
ENSECAT00000006188.1	SMIM15
ENSECAT00000018479.1	NDUFAF2
ENSECAT00000019632.1	ERCC8
ENSECAT00000029292.1	U6
ENSECAT00000007170.1	ELOVL7
ENSECAT00000007985.1	DEPDC1B
ENSECAT00000027873.1	eca-mir-582
ENSECAT00000014827.1	PDE4D
ENSECAT00000000187.1	RAB3C
ENSECAT00000028854.1	RAB3C
ENSECAT00000006290.1	GAPT
ENSECAT00000000973.1	PLK2
ENSECAT00000001929.1	PLK2
ENSECAT00000004334.1	ACTBL2
ENSECAT00000027237.1	SNORA42
ENSECAT00000023211.1	GPBP1
ENSECAT00000013805.1	MIER3
ENSECAT00000006488.1	SETD9
ENSECAT00000007112.1	MAP3K1
ENSECAT00000016705.1	ANKRD55
ENSECAT00000021352.1	IL6ST
ENSECAT00000021367.1	IL6ST
ENSECAT00000017944.1	IL31RA
ENSECAT00000025542.1	DDX4
ENSECAT00000015094.1	SLC38A9
ENSECAT00000024911.1	PPAP2A
ENSECAT00000025806.1	SKIV2L2
ENSECAT00000026289.1	DHX29
ENSECAT00000016791.1	CCNO
ENSECAT00000017366.1	MCIDAS
ENSECAT00000017780.1	CDC20B
ENSECAT00000027474.1	eca-mir-449b
ENSECAT00000027313.1	eca-mir-449a
ENSECAT00000024915.1	GPX8
ENSECAT00000025013.1	GZMA
ENSECAT00000008834.1	GZMK
ENSECAT00000013632.1	ESM1
ENSECAT00000014994.1	SNX18
ENSECAT00000029077.1	SNX18
ENSECAT00000004444.1	HSPB3
ENSECAT00000015662.1	ARL15
ENSECAT00000018077.1	NDUFS4
ENSECAT00000019030.1	FST
ENSECAT00000005172.1	MOCS2
ENSECAT00000007755.1	ITGA2
ENSECAT00000029128.1	ITGA2
ENSECAT00000011253.1	ITGA2
ENSECAT00000018839.1	ITGA1
ENSECAT00000027125.1	PELO
ENSECAT00000027293.1	U6
ENSECAT00000003316.1	ISL1
ENSECAT00000012122.1	PARP8
ENSECAT00000012169.1	PARP8
ENSECAT00000000916.1	EMB
ENSECAT00000028669.1	7SK
ENSECAT00000007631.1	HCN1
ENSECAT00000027901.1	U6
ENSECAT00000009638.1	MRPS30
ENSECAT00000015044.1	FGF10
ENSECAT00000017633.1	NNT
ENSECAT00000016126.1	PAIP1
ENSECAT00000023422.1	C5orf34
ENSECAT00000008629.1	C5orf28
ENSECAT00000008721.1	CCL28
ENSECAT00000009005.1	HMGCS1
ENSECAT00000019905.1	NIM1K
ENSECAT00000020795.1	ZNF131
ENSECAT00000028858.1	SEPP1
ENSECAT00000000700.1	CCDC152
ENSECAT00000003842.1	GHR
ENSECAT00000015947.1	FBXO4
ENSECAT00000017269.1	C5orf51
ENSECAT00000020096.1	OXCT1
ENSECAT00000029611.1	U3
ENSECAT00000020832.1	PLCXD3
ENSECAT00000023434.1	C6
ENSECAT00000019544.1	MROH2B
ENSECAT00000013161.1	C7
ENSECAT00000028889.1	RPL37
ENSECAT00000028028.1	SNORD72
ENSECAT00000024304.1	PRKAA1
ENSECAT00000010191.1	TTC33
ENSECAT00000011519.1	PTGER4
ENSECAT00000014504.1	DAB2
ENSECAT00000008282.1	C9
ENSECAT00000017829.1	FYB
ENSECAT00000017851.1	FYB
ENSECAT00000000749.1	RICTOR
ENSECAT00000020602.1	OSMR
ENSECAT00000021828.1	LIFR
ENSECAT00000015065.1	EGFLAM
ENSECAT00000026354.1	GDNF
ENSECAT00000000250.1	WDR70
ENSECAT00000007933.1	NUP155
ENSECAT00000020680.1	NIPBL
ENSECAT00000020685.1	NIPBL
ENSECAT00000020931.1	SLC1A3
ENSECAT00000017977.1	RANBP3L
ENSECAT00000017979.1	RANBP3L
ENSECAT00000021219.1	NADK2
ENSECAT00000013915.1	SKP2
ENSECAT00000021269.1	LMBRD2
ENSECAT00000011139.1	CAPSL
ENSECAT00000011298.1	IL7R
ENSECAT00000012756.1	SPEF2
ENSECAT00000012771.1	SPEF2
ENSECAT00000010056.1	PRLR
ENSECAT00000023509.1	AGXT2
ENSECAT00000026670.1	DNAJC21
ENSECAT00000000484.1	BRIX1
ENSECAT00000010092.1	RAD1
ENSECAT00000011679.1	TTC23L
ENSECAT00000017089.1	RAI14
ENSECAT00000017117.1	RAI14
ENSECAT00000026240.1	MATP
ENSECAT00000013327.1	RXFP3
ENSECAT00000022791.1	TARS
ENSECAT00000021581.1	NPR3
ENSECAT00000012820.1	SUB1
ENSECAT00000014091.1	ZFR
ENSECAT00000028771.1	eca-mir-1898
ENSECAT00000019713.1	MTMR12
ENSECAT00000006417.1	GOLPH3
ENSECAT00000008434.1	PDZD2
ENSECAT00000008470.1	PDZD2
ENSECAT00000012215.1	C5orf22
ENSECAT00000015113.1	DROSHA
ENSECAT00000015139.1	DROSHA
ENSECAT00000017513.1	CDH6
ENSECAT00000017214.1	CDH9
ENSECAT00000006165.1	CDH10
ENSECAT00000015701.1	CDH12
ENSECAT00000020538.1	CDH18
ENSECAT00000029564.1	7SK
ENSECAT00000004978.1	BASP1
ENSECAT00000008326.1	MYO10
ENSECAT00000017797.1	FAM134B
ENSECAT00000021752.1	ZNF622
ENSECAT00000026799.1	MARCH11
ENSECAT00000005476.1	FBXL7
ENSECAT00000006982.1	ANKH
ENSECAT00000017437.1	OTULIN
ENSECAT00000018036.1	FAM105A
ENSECAT00000021628.1	TRIO
ENSECAT00000021668.1	TRIO
ENSECAT00000016333.1	DNAH5
ENSECAT00000028475.1	snoU2-30
ENSECAT00000028681.1	snoU2_19
ENSECAT00000029646.1	5S_rRNA
ENSECAT00000028918.1	CTNND2
ENSECAT00000009423.1	CTNND2
ENSECAT00000011213.1	CTNND2
ENSECAT00000011299.1	ANKRD33B
ENSECAT00000012193.1	ROPN1L
ENSECAT00000012487.1	MARCH6
ENSECAT00000029139.1	MARCH6
ENSECAT00000016742.1	CMBL
ENSECAT00000020659.1	CCT5
ENSECAT00000013710.1	FAM173B
ENSECAT00000005035.1	TAS2R1
ENSECAT00000029372.1	SNORD123
ENSECAT00000017338.1	SEMA5A
ENSECAT00000029717.1	7SK
ENSECAT00000024970.1	MTRR
ENSECAT00000015620.1	FASTKD3
ENSECAT00000016360.1	C5orf49
ENSECAT00000017699.1	ADCY2
ENSECAT00000017710.1	ADCY2
ENSECAT00000012952.1	SRD5A1
ENSECAT00000017519.1	NSUN2
ENSECAT00000025429.1	MED10
ENSECAT00000025728.1	ICE1
ENSECAT00000002026.1	ADAMTS16
ENSECAT00000001012.1	DNAJA1
ENSECAT00000016006.1	IRX1
ENSECAT00000016540.1	IRX2
ENSECAT00000018436.1	IRX4
ENSECAT00000023067.1	NDUFS6
ENSECAT00000001034.1	MRPL36
ENSECAT00000023293.1	LPCAT1
ENSECAT00000026618.1	SLC6A3
ENSECAT00000014377.1	CLPTM1L
ENSECAT00000014432.1	CLPTM1L
ENSECAT00000001711.1	TERT
ENSECAT00000011624.1	SLC12A7
ENSECAT00000017822.1	NKD2
ENSECAT00000020302.1	TRIP13
ENSECAT00000013879.1	BRD9
ENSECAT00000020909.1	TPPP
ENSECAT00000022502.1	CEP72
ENSECAT00000025051.1	NHE-3
ENSECAT00000010756.1	EXOC3
ENSECAT00000018968.1	AHRR
ENSECAT00000022534.1	PDCD6
ENSECAT00000003106.1	SDHA
ENSECAT00000001727.1	CCDC127
ENSECAT00000001845.1	LRRC14B
ENSECAT00000022452.1	ABCD2
ENSECAT00000029726.1	U6
ENSECAT00000006084.1	CTSV
ENSECAT00000019864.1	ZNF782
ENSECAT00000019877.1	ZNF782
ENSECAT00000021698.1	ZNF510
ENSECAT00000027294.1	U6
ENSECAT00000000099.1	AAED1
ENSECAT00000008863.1	HABP4
ENSECAT00000001644.1	FTH1
ENSECAT00000009326.1	ZNF367
ENSECAT00000010553.1	SLC35D2
ENSECAT00000003323.1	HSD17B3
ENSECAT00000029213.1	U6
ENSECAT00000008136.1	ERCC6L2
ENSECAT00000008173.1	ERCC6L2
ENSECAT00000029773.1	SNORD112
ENSECAT00000000498.1	PTCH1
ENSECAT00000007223.1	FANCC
ENSECAT00000027970.1	eca-mir-24-2
ENSECAT00000027645.1	eca-mir-27b
ENSECAT00000027282.1	eca-mir-23b
ENSECAT00000016789.1	C9orf3
ENSECAT00000016803.1	C9orf3
ENSECAT00000016817.1	C9orf3
ENSECAT00000022959.1	FBP1
ENSECAT00000023844.1	FBP2
ENSECAT00000007651.1	CTSL
ENSECAT00000021800.1	DAPK1
ENSECAT00000015846.1	ZCCHC6
ENSECAT00000015870.1	ZCCHC6
ENSECAT00000011866.1	ISCA1
ENSECAT00000013155.1	C9orf153
ENSECAT00000013168.1	C9orf153
ENSECAT00000014770.1	GOLM1
ENSECAT00000023417.1	NAA35
ENSECAT00000021283.1	AGTPBP1
ENSECAT00000021307.1	AGTPBP1
ENSECAT00000012843.1	NTRK2
ENSECAT00000012850.1	NTRK2
ENSECAT00000029821.1	eca-mir-544b
ENSECAT00000019315.1	IDNK
ENSECAT00000020517.1	UBQLN1
ENSECAT00000012072.1	GKAP1
ENSECAT00000022782.1	KIF27
ENSECAT00000022797.1	KIF27
ENSECAT00000027060.1	C9orf64
ENSECAT00000027118.1	HNRNPK
ENSECAT00000028073.1	eca-mir-7-3
ENSECAT00000002350.1	RMI1
ENSECAT00000008260.1	FRMD3
ENSECAT00000008303.1	FRMD3
ENSECAT00000008307.1	FRMD3
ENSECAT00000029185.1	7SK
ENSECAT00000000279.1	RASEF
ENSECAT00000029644.1	U4
ENSECAT00000015131.1	TLE1
